,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid
630,2,0,25,0,0,1,167,1,2,0
631,1,0,21,0,0,0,303,1,7,1
632,2,0,23,0,0,2,392,0,7,1
633,2,1,27,0,0,3,342,1,5,0
634,2,0,43,0,0,1,344,1,3,0
635,1,0,36,0,0,0,404,1,1,0
636,2,0,43,0,0,0,418,1,5,1
637,1,1,30,0,0,1,129,1,2,0
638,2,0,28,0,0,2,246,1,4,0
639,1,0,36,0,0,2,280,1,1,0
640,2,0,22,0,0,0,337,0,10,0
641,1,0,40,0,0,3,172,1,1,0
642,3,0,69,0,0,0,45,0,1,0
643,1,0,58,0,0,5,190,1,3,1
644,2,0,53,0,0,1,134,0,2,0
645,2,1,54,0,0,7,183,1,6,0
646,2,0,30,0,0,1,49,1,3,1
647,2,0,32,1,3,24,129,1,7,1
648,1,0,36,0,0,0,128,0,1,0
649,2,0,31,0,0,1,129,1,1,0
650,2,0,37,0,0,0,306,1,9,0
651,2,0,22,0,0,0,58,1,3,1
652,2,1,23,0,0,1,10,1,3,0
653,2,0,28,0,0,8,190,1,8,1
654,4,0,76,0,0,0,16,1,1,0
655,2,0,52,0,0,15,128,0,4,1
656,2,0,32,0,0,14,172,1,8,1
657,1,1,35,0,0,2,128,0,3,0
658,2,0,35,0,0,13,306,1,8,1
659,1,0,39,0,0,0,179,1,1,0
660,2,0,27,0,1,6,21,1,6,1
661,2,0,39,0,0,21,129,1,10,1
662,2,0,36,0,0,4,45,0,5,1
663,2,0,33,0,0,12,379,1,9,1
664,2,1,52,0,0,0,16,1,1,0
665,2,0,31,3,0,16,129,1,10,1
666,2,1,27,0,0,0,45,0,2,0
667,2,0,28,0,0,7,190,1,10,0
668,2,0,23,0,0,1,206,0,4,0
669,2,0,26,0,0,2,18,1,6,0
670,1,1,39,0,0,0,123,0,6,0
671,2,0,52,0,0,1,423,0,1,1
672,2,0,23,0,0,1,303,1,4,0
673,1,0,51,0,0,1,297,1,1,1
674,2,0,25,0,0,2,401,0,6,0
675,1,1,22,0,0,0,208,0,5,0
676,3,0,47,0,0,0,45,0,4,0
677,1,1,34,0,0,10,306,1,9,1
678,1,0,56,0,0,9,45,0,1,1
679,1,0,23,0,0,0,337,0,3,1
680,2,1,21,0,0,0,45,0,5,1
681,2,0,41,0,0,6,252,1,3,0
682,1,0,56,0,0,1,179,1,2,0
683,1,0,62,0,0,0,303,1,1,0
684,1,1,36,0,0,0,45,0,1,0
685,2,0,47,0,0,23,283,0,8,1
686,2,0,38,0,0,3,169,1,2,1
687,1,0,29,1,0,9,379,1,8,1
688,2,0,29,0,0,4,163,1,4,1
689,2,0,23,0,0,1,45,0,7,1
690,1,0,32,0,0,0,45,0,3,0
691,2,0,27,0,0,0,45,0,2,1
692,2,0,27,0,0,5,306,1,9,1
693,2,1,44,0,0,6,306,1,6,0
694,2,0,58,0,0,6,175,1,6,0
695,3,0,37,0,0,2,144,0,3,0
696,3,0,30,0,0,2,374,0,2,1
697,2,1,22,0,0,0,190,1,4,1
698,2,1,24,0,0,2,181,1,4,0
699,1,0,30,0,0,0,134,0,2,0
700,1,0,25,0,0,1,16,1,5,0
701,2,0,26,0,0,10,129,1,8,1
702,3,0,23,0,0,0,45,0,2,1
703,3,0,30,0,0,1,15,1,2,0
704,2,1,37,0,0,0,190,1,3,0
705,2,0,45,0,0,13,424,0,7,1
706,3,1,34,0,0,1,45,0,3,0
707,2,0,24,0,0,3,58,1,4,1
708,2,0,25,0,0,0,89,1,7,0
709,2,0,26,0,0,6,374,0,10,1
710,4,0,67,0,0,0,45,0,1,0
711,2,0,29,0,0,0,379,1,4,0
712,3,0,37,0,0,6,172,1,2,1
713,3,0,34,0,0,4,61,1,1,1
714,1,0,56,0,0,4,306,1,1,0
715,1,0,38,0,0,2,85,1,3,1
716,2,0,27,0,0,9,253,1,7,1
717,2,0,25,0,1,3,246,1,7,0
718,1,0,44,0,0,0,186,1,4,0
719,1,0,22,0,2,3,303,1,8,1
720,1,0,41,0,0,1,58,1,2,1
721,1,1,35,0,0,4,170,1,3,0
722,2,0,46,0,0,15,129,1,7,1
723,3,0,33,0,0,2,127,0,3,0
724,2,0,41,0,0,1,188,1,1,0
725,1,0,34,0,0,1,101,0,3,1
726,1,0,61,0,0,0,45,0,1,0
727,1,1,21,0,1,0,128,0,5,1
728,2,0,37,0,0,2,129,1,4,1
729,1,1,24,0,0,0,45,0,6,0
730,1,0,28,0,0,0,190,1,2,1
731,1,0,63,0,0,0,45,0,1,1
732,2,0,20,0,0,0,35,1,8,0
733,1,0,29,0,0,2,180,0,1,0
734,1,1,31,0,0,14,297,1,10,0
735,2,0,25,0,0,0,45,0,5,1
736,2,1,33,0,0,1,152,1,5,0
737,1,0,50,0,0,0,169,1,1,1
738,2,0,26,0,0,5,60,1,4,0
739,2,0,27,0,0,11,129,1,7,1
740,3,1,33,0,0,0,6,1,2,0
741,2,0,33,0,0,3,71,1,4,0
742,1,1,45,0,0,1,172,1,6,0
743,1,1,43,0,0,0,128,0,1,0
744,1,0,31,0,0,0,45,0,1,0
745,1,0,34,0,0,3,45,0,4,1
746,2,0,25,0,0,4,188,1,5,1
747,1,0,51,0,0,2,6,1,1,0
748,1,0,40,0,0,5,229,1,4,0
749,1,0,34,0,0,13,190,1,8,1
750,2,0,33,0,0,2,45,0,2,1
751,1,0,46,0,0,1,319,1,1,0
752,1,1,32,0,0,2,354,1,2,1
753,2,0,26,0,1,6,268,1,10,1
754,1,0,22,0,0,0,108,1,8,0
755,1,0,33,0,0,0,21,1,1,0
756,1,0,72,0,0,1,128,0,1,0
757,2,0,37,0,0,4,94,0,7,1
758,2,0,35,1,0,13,418,1,8,1
759,2,0,56,0,0,1,129,1,1,0
760,2,1,32,0,0,0,45,0,2,0
761,2,0,30,0,1,18,58,1,10,1
762,2,0,27,0,0,0,89,1,6,0
763,2,1,32,0,0,0,172,1,2,0
764,2,1,23,0,0,0,129,1,5,1
765,2,0,21,0,0,1,65,1,3,0
766,1,0,23,0,1,4,45,0,4,1
767,2,0,29,0,0,3,309,1,5,1
768,2,1,30,0,0,0,193,1,2,0
769,2,0,24,0,0,0,58,1,5,0
770,2,0,42,1,0,7,306,1,9,1
771,3,0,46,0,0,0,190,1,1,0
772,2,0,57,0,0,3,15,1,1,0
773,1,1,42,0,0,3,163,1,5,0
774,1,1,35,0,0,1,45,0,4,0
775,3,0,48,0,0,1,239,0,1,1
776,2,0,24,0,0,5,172,1,3,1
777,1,1,25,0,0,0,45,0,3,0
778,1,0,25,0,0,0,190,1,2,0
779,1,0,47,0,0,2,133,0,1,0
780,2,0,24,0,0,0,45,0,9,1
781,1,0,50,0,0,3,169,1,3,0
782,1,0,24,0,0,6,58,1,10,0
783,1,0,32,0,0,2,246,1,2,0
784,2,1,52,0,0,0,45,0,1,0
785,2,0,28,0,0,5,306,1,4,0
786,2,0,58,0,0,24,175,1,6,1
787,2,0,39,0,0,1,283,0,2,1
788,2,1,29,0,0,0,6,1,10,0
789,2,0,23,0,0,0,45,0,3,1
790,3,0,37,0,0,1,246,1,2,1
791,2,0,29,0,0,1,159,1,9,0
792,2,0,42,0,0,3,306,1,1,0
793,2,1,27,0,0,4,126,1,6,1
794,2,1,23,0,0,0,45,0,4,0
795,2,1,36,0,0,1,306,1,3,1
796,2,0,20,0,0,0,186,1,7,1
797,1,0,26,0,0,0,45,0,6,1
798,1,0,46,0,0,0,14,1,1,0
799,2,0,47,0,0,4,172,1,4,1
800,1,1,51,0,0,0,206,0,4,1
801,1,0,24,0,1,8,163,1,6,1
802,1,0,31,0,0,17,319,1,8,1
803,2,0,35,0,1,23,268,1,9,1
804,1,0,34,0,0,4,246,1,5,0
805,1,0,26,0,0,2,99,1,5,0
806,2,0,52,0,0,0,45,0,1,1
807,1,0,67,0,0,2,334,0,1,1
808,2,0,26,0,0,8,280,1,9,1
809,1,0,25,0,0,5,129,1,9,1
810,2,0,34,0,0,0,129,1,1,0
811,2,0,22,0,0,3,418,1,8,1
812,3,0,20,0,0,0,337,0,4,1
813,2,1,24,0,0,0,112,1,3,0
814,2,0,23,0,0,0,209,1,3,0
815,1,1,43,0,0,0,133,0,1,0
816,1,0,66,0,0,0,45,0,1,0
817,2,0,21,0,0,0,168,1,9,1
818,2,0,24,0,0,5,172,1,7,1
819,2,0,21,0,0,0,190,1,8,1
820,2,0,22,0,0,0,100,1,7,0
821,2,0,45,0,0,1,45,0,1,0
822,2,0,23,0,0,0,169,1,5,0
823,2,0,50,0,0,1,306,1,5,0
824,3,1,33,0,0,2,426,0,4,0
825,1,0,69,0,0,0,128,0,1,1
826,2,1,29,0,0,2,336,1,3,1
827,2,0,43,0,0,0,246,1,5,0
828,1,0,20,0,0,0,190,1,10,1
829,2,0,29,0,0,10,31,0,10,1
830,2,1,53,0,0,10,15,1,2,1
831,3,0,26,0,0,0,404,1,3,0
832,2,0,31,0,0,3,60,1,3,1
833,2,0,21,0,0,0,49,1,4,0
834,1,0,56,0,0,3,45,0,3,0
835,3,0,23,0,0,2,283,0,6,1
836,1,1,61,0,0,0,306,1,1,0
837,2,0,36,0,0,5,306,1,4,0
838,1,0,37,0,0,0,45,0,3,0
839,1,0,59,0,0,0,423,0,2,1
840,3,1,22,0,0,0,190,1,6,0
841,1,0,52,0,0,1,56,1,1,0
842,1,0,27,0,0,0,133,0,4,1
843,2,1,21,0,0,0,45,0,6,0
844,2,0,34,0,0,27,175,1,9,1
845,1,0,62,0,0,2,364,1,1,0
846,2,0,23,0,0,2,92,0,8,1
847,1,0,44,0,0,0,306,1,2,1
848,1,1,20,0,0,1,65,1,8,1
849,1,0,22,0,1,1,190,1,8,1
850,2,0,23,0,0,0,45,0,7,0
851,2,0,25,0,0,4,89,1,6,1
852,2,0,29,0,1,8,268,1,8,1
853,1,0,56,0,0,1,176,1,1,0
854,2,0,28,0,0,7,337,0,7,0
855,2,1,21,0,0,0,418,1,6,0
856,2,0,33,0,0,14,129,1,10,1
857,2,0,19,0,1,2,190,1,7,1
858,1,1,40,0,0,4,306,1,4,0
859,3,0,22,0,0,1,190,1,4,1
860,1,1,57,0,0,0,128,0,1,0
861,1,0,29,0,0,0,45,0,1,0
862,2,0,31,0,0,0,129,1,7,0
863,2,0,22,1,0,2,418,1,7,1
864,2,0,30,0,0,5,15,0,9,0
865,2,1,23,0,0,0,71,1,4,1
866,1,0,41,0,0,0,253,1,2,1
867,2,0,27,0,0,0,45,0,1,1
868,2,0,44,0,0,2,172,1,2,0
869,2,0,24,0,0,2,190,1,5,1
870,1,0,27,0,1,4,45,0,4,1
871,2,1,27,0,0,0,45,0,3,0
872,2,0,27,0,0,1,134,0,5,0
873,1,0,46,0,0,0,371,1,1,0
874,2,0,25,0,0,0,190,1,3,0
875,1,0,66,0,0,0,45,0,1,0
876,1,0,22,0,0,5,45,0,5,1
877,1,0,40,0,0,5,313,1,1,1
878,2,0,63,0,0,3,399,0,9,0
879,2,0,33,0,0,0,303,1,1,1
880,2,0,28,2,1,11,179,1,10,0
881,1,0,39,0,0,0,45,0,1,0
882,1,0,25,0,0,7,397,0,5,1
883,1,0,51,0,0,6,306,1,3,1
884,1,1,39,0,0,0,15,1,1,1
885,2,0,21,0,0,1,306,1,10,1
886,1,1,49,0,0,2,306,1,2,0
887,2,0,30,0,0,2,127,0,7,0
888,1,0,77,0,0,1,134,0,1,0
889,1,0,26,0,0,4,377,1,4,1
890,1,0,42,0,0,0,16,1,1,0
891,1,0,56,0,0,7,172,1,1,1
892,3,0,27,0,0,6,129,1,4,1
893,2,0,62,0,0,13,339,1,8,1
894,2,0,23,0,0,6,306,1,6,1
895,2,0,27,0,0,4,268,1,8,1
896,2,0,32,0,0,1,45,0,10,0
897,3,0,51,0,0,0,218,1,1,1
898,1,1,23,0,0,3,253,1,10,0
899,2,0,30,0,2,13,186,1,10,1
900,3,0,24,0,0,3,58,1,6,1
901,2,0,32,0,0,17,306,1,8,1
902,2,0,26,0,0,4,16,1,7,1
903,1,0,22,0,0,3,306,1,7,1
904,2,0,25,0,4,14,186,1,10,1
905,2,0,30,0,1,14,129,1,7,0
906,2,0,22,0,0,0,59,1,3,1
907,2,0,42,1,0,13,328,0,8,1
908,1,0,49,0,0,0,190,1,1,0
909,2,1,42,0,0,1,298,1,2,0
910,2,0,27,0,0,10,129,1,9,1
911,2,0,29,1,0,3,45,0,8,1
912,3,0,45,0,0,6,306,1,1,1
913,2,0,30,0,0,7,246,1,10,1
914,2,0,34,0,0,13,297,1,4,1
915,1,1,51,0,0,0,45,0,1,1
916,1,0,30,0,0,7,100,1,10,1
917,2,1,29,0,1,7,15,1,7,1
918,2,0,38,0,0,15,306,1,9,0
919,2,0,23,0,0,0,246,1,3,0
920,1,0,47,0,0,0,45,0,1,0
921,2,0,41,2,0,18,410,0,10,1
922,1,0,39,0,0,0,306,1,4,0
923,2,0,61,0,0,14,261,0,2,0
924,1,0,46,0,0,2,297,1,6,1
925,2,0,37,0,0,3,45,0,7,0
926,3,1,34,0,0,5,218,1,4,0
927,2,0,24,0,0,11,190,1,9,1
928,2,0,25,0,1,3,45,0,10,1
929,1,1,24,0,0,0,312,1,5,0
930,1,0,44,0,0,0,374,0,1,0
931,1,0,50,0,0,0,45,0,2,1
932,2,0,20,0,0,0,382,1,6,1
933,2,0,22,0,0,0,328,0,9,0
934,2,0,57,0,0,28,306,1,10,1
935,1,0,25,0,0,2,190,1,5,0
936,1,0,22,0,0,0,306,1,5,1
937,2,0,24,0,1,9,239,0,9,1
938,1,0,38,0,0,0,132,0,1,0
939,3,0,30,0,0,7,45,0,4,0
940,3,0,45,0,0,0,169,1,1,0
941,2,0,29,0,1,16,306,1,10,0
942,1,0,27,0,0,3,423,0,3,0
943,3,0,59,0,0,1,216,0,1,0
944,1,0,67,0,0,0,45,0,1,0
945,3,0,37,0,0,3,45,0,1,1
946,1,0,22,0,0,0,242,0,2,1
947,2,0,26,0,1,24,129,1,10,1
948,2,0,26,0,0,3,90,1,3,1
949,1,1,29,0,0,6,306,1,7,1
950,2,0,25,0,0,1,246,1,8,1
951,1,1,39,0,0,8,268,1,7,1
952,1,0,31,0,0,3,45,0,2,1
953,2,0,21,0,1,1,33,1,9,1
954,1,0,23,0,0,0,280,1,3,0
955,1,0,61,0,0,0,128,0,1,0
956,2,1,24,0,0,2,190,1,6,1
957,1,0,41,0,0,0,10,1,1,0
958,2,1,23,0,0,0,58,1,3,0
959,2,0,31,0,1,3,190,1,1,1
960,4,0,46,0,0,3,306,1,5,1
961,2,0,23,0,3,6,58,1,10,1
962,1,0,25,0,0,2,246,1,5,0
963,2,0,30,0,0,9,129,1,3,1
964,3,0,30,0,0,7,5,1,9,0
965,1,0,36,0,0,0,306,1,8,1
966,3,0,83,0,0,0,45,0,1,0
967,2,0,46,0,0,5,7,1,5,1
968,2,0,21,0,0,1,306,1,9,1
969,2,0,28,0,0,3,280,1,2,0
970,2,0,26,0,0,0,128,0,4,0
971,1,0,49,0,0,2,134,0,1,0
972,2,1,24,0,0,0,45,0,2,0
973,1,0,44,0,0,1,61,1,5,0
974,2,0,33,0,0,5,253,1,5,1
975,2,0,35,0,1,8,129,1,9,0
976,2,0,29,0,0,12,306,1,10,1
977,2,0,26,0,0,0,190,1,9,0
978,2,0,24,0,0,2,402,0,8,1
979,3,0,34,0,0,2,239,0,3,0
980,2,0,61,0,0,12,170,1,3,0
981,1,0,24,0,0,1,15,1,6,0
982,1,0,22,0,0,0,190,1,4,0
983,2,0,29,0,0,7,61,1,3,0
984,2,0,28,0,0,5,283,0,6,0
985,2,0,38,0,0,14,190,1,7,0
986,2,0,25,0,0,1,64,1,3,1
987,1,1,47,0,0,0,326,0,3,1
988,2,0,23,0,0,1,404,1,6,1
989,2,1,30,0,0,15,45,0,8,1
990,1,0,28,0,0,2,246,1,6,0
991,2,0,30,0,0,0,45,0,1,0
992,2,0,23,0,0,0,45,0,2,1
993,1,0,68,0,0,7,15,1,7,1
994,2,1,23,0,0,3,186,1,9,1
995,2,0,21,0,0,0,45,0,4,0
996,2,0,22,0,0,1,45,0,6,1
997,1,0,23,8,2,11,303,1,10,1
998,1,0,26,0,0,2,313,1,2,0
999,1,1,44,0,0,1,190,1,1,0
